section,phase,node,order,line_id,key,speaker,condition,norm,fp,nlen
L09 Alexander,intro,Alexander_3_intro,10,line:61c8781b,256ae0739ddd2dbc,Alexander,,5f318e9476e9ae13,0289ad1965f9f932,50
L09 Alexander,intro,Alexander_3_intro,11,line:db997182,f114f26d23d53dc1,Kobold,,17b621c1ea19274d,c2d2a61905a18b82,22
L09 Alexander,intro,Alexander_3_intro,12,line:ee3c126b,1f01b93ae3777189,Kobold,,259420a5bee3da91,4241881945dbc555,31
L09 Alexander,intro,Alexander_3_intro,13,line:4da976f5,92b7fef7172975fa,Alexander,,b88ad4b3c3ff6e08,c28697196de34006,38
L09 Alexander,intro,Alexander_3_intro,14,line:780c151c,df2a4df0381808af,Alexander,,2bfc30ca8f4a7f06,c289ab1964fbcbb0,58
L09 Alexander,intro,Alexander_3_intro,15,line:c25d1c85,1bdc19a56262fbc5,Alexander,,a348be49ed92d735,820aaf194542c09c,26
L09 Alexander,intro,Alexander_3_intro,16,line:c570a462,b0134babb7e75550,Alexander,,de46e457a65b7f13,c2bbbd1965e1e960,46
L09 Alexander,intro,Alexander_3_intro,17,line:5340a315,7d926d6395419270,Kobold,,071c4e2e5d7ae27f,67d5c11905648e93,9
L09 Alexander,intro,Alexander_3_intro,18,line:20f96302,bc15783521246457,Kobold,,9f2a08fde416cef2,e2b2b6193571cab6,9
L09 Alexander,intro,Alexander_3_intro,19,line:b6c96475,6ad0fe6dcc2efa30,Alexander,,b88ad4b3c3ff6e08,c28697196de34006,38
L09 Alexander,intro,Alexander_3_intro,20,line:9aa86a9b,f38b3b8fcf6bf031,Alexander,,10f994648072644a,c2d1a2194df3e658,52
L09 Alexander,intro,Alexander_3_intro,21,line:0c986dec,350955b9410d95a5,Kobold,,9ce76723b9ddb977,c29b871945f1e128,50
L09 Alexander,intro,Alexander_3_intro,22,line:af0d0972,3cf6fd8e7e50386c,Kobold,,9402f5d52ed51b2a,c389921969f3f401,29
L09 Alexander,intro,Alexander_3_intro,23,line:393d0e05,5d2cee363540fc7a,Alexander,,50742efe86414edd,02b0a511090210a8,4
L09 Alexander,intro,Alexander_3_intro,24,line:836c079c,26b3089f5ee4a463,Alexander,,62bcbe50e8126ef7,c2a986194dc3cef8,71
L09 Alexander,intro,Alexander_3_intro,25,line:155c00eb,7f1cf0605a577a0a,Kobold,,8a7fceda4b6107e4,c2e98a1965f3fd6c,59
L09 Alexander,intro,Alexander_3_intro,26,line:8441bf7b,b356a126e4318643,Alexander,,cf04119a706e2c45,08b05e07b5566da2,2
L09 Alexander,intro,Alexander_3_intro,27,line:1271b80c,cd5592e5e3140daa,Alexander,,27042f4e6eca7d0b,8b0841196bc219cb,5
L09 Alexander,intro,Alexander_3_intro,28,line:759a495e,ab5df625bc76dbd4,Alexander,,e3b0c44298fc1c14,0000000000000000,0
L09 Alexander,intro,Alexander_3_intro,29,line:e3aa4e29,2a0200c46ee1b662,Alexander,,ab6d3303deeaeb19,42b9af1945e1bc00,38
L09 Alexander,intro,Alexander_3_intro,30,line:59fb47b0,b4d680dde83d7847,Kobold,,43b71c9ff31c47ef,c289a31945f1b06c,48
L09 Alexander,intro,Alexander_3_intro,31,line:403f2ab7,42d72aa4b0b39750,Kobold,,c8b5ba5d8a9865ef,c291a7196de6dd76,47
L09 Alexander,intro,Alexander_3_intro,32,line:cfcb40c7,9eb8cd756595cf24,Alexander,,db8ffbe1cd19708b,82c0191900384804,6
L09 Alexander,intro,Alexander_3_intro,33,line:6c5e2459,5f9846717183dcc1,Alexander,,fc41ed495045a217,42bb8f194554a1ef,59
L09 Alexander,intro,Alexander_3_intro,34,line:fa6e232e,2ea5b920a0a9a519,Kobold,,4277545bdf43e270,c293a5194de19556,54
L09 Alexander,intro,Alexander_3_intro,35,line:d60f2dc0,8569efc4ed5a6273,Alexander,,844347e54f00c4b9,36d58e1925a385c4,9
L09 Alexander,progress,Alexander_3_required,1,line:1475f95c,a59f7f35644dcdbb,Alexander,,7a3824dcd9bba710,820ea1197de11c3c,54
L09 Alexander,progress,Alexander_3_required,2,line:8245fe2b,10b4110dad07d576,Alexander,,4d0546fb7bd1ca31,c2d3a1194df1ac92,57
L09 Alexander,progress,Alexander_3_required,3,line:67cc394b,b8baebdff88a847f,Kobold,,115632276c1d5fba,c6c1a8194de2a582,28
L09 Alexander,progress,Alexander_3_required,4,line:4bad37a5,a2aff5b173ae96bb,Kobold,,d307028bbd78b784,521c81194deba5e0,31
L09 Alexander,progress,Alexander_3_required,5,line:f1fc3e3c,4b29556a255aea95,Alexander,,b827c9841c697d65,4298991905c32ce9,102
L09 Alexander,progress,Alexander_3_required,6,line:dd9d30d2,ababfd6e7703460e,Alexander,,417fb0ccc469569a,c2f9ad1965f1a86c,36
L09 Alexander,progress,Alexander_3_required,7,line:7e08544c,69f278cd5a2eb111,Alexander,,1aa9eb3053dbcfea,c2938a1945e0c8ab,50
L09 Alexander,progress,Alexander_3_required,8,line:e838533b,6221337862dcba2c,Alexander,,fa46f98564253292,c2f3a7194d52e15c,37
L09 Alexander,progress,Alexander_3_required,9,line:52695aa2,cecec36c55a564ee,Kobold,,ee0874170b7f6f32,23310e1921402088,8
L09 Alexander,progress,Alexander_3_required,10,line:5544e245,b8a4a2d6c54c16d8,Kobold,,b825d7019d825226,b568851979a4cf55,3
L09 Alexander,progress,Alexander_3_required,11,line:c4595dd5,7dbde0758389bd7b,Alexander,,672509146afda4eb,c39a86194dfde4f0,36
L09 Alexander,progress,Alexander_3_required,12,line:c374e532,9bc918ab274337a8,Alexander,,30b5af883e7f2e94,c291aa1965e08dbd,61
L09 Alexander,progress,Alexander_3_required,13,line:a05a7804,35af415ffcb7f757,Alexander,,a0b967fc60136d2e,822d8a195cd5d5e0,3
L09 Alexander,progress,Alexander_3_required,14,line:366a7f73,c66fb72552f1fa4c,Alexander,,7fe0ead76cf3a745,c299a4194dc7122d,17
L09 Alexander,progress,Alexander_3_required,15,line:8c3b76ea,bbff7b98d6da7061,Kobold,,e58e3633a1bc6407,424080194ddba540,10
L09 Alexander,progress,Alexander_3_required,16,line:1a0b719d,834032dfb827138e,Kobold,,51eb91d2141a39b6,434000194c18d840,8
L09 Alexander,progress,Alexander_3_required,17,line:b99e1503,71291e2e0c7ce300,Alexander,,68fb91dee85cbf14,c2d7a7195dd35163,27
L09 Alexander,progress,Alexander_3_required,18,line:2fae1274,c8ac7dce03b1b9b7,Kobold,,b9b4f7b0f5b40099,4241821945be0543,16
L09 Alexander,progress,Alexander_3_required,19,line:03cf1c9a,10f232e68c0c0443,Kobold,,ad7002d62b9142a1,42a00b196dd92366,21
L09 Alexander,progress,Alexander_3_required,20,line:95ff1bed,5956cbc43e2c8c2b,Alexander,,33ee0eaa13b4489e,c293a1194dc91023,53
L09 Alexander,progress,Alexander_3_required,21,line:92d2a30a,7bf3b1fff483809e,Alexander,,f5abc6f6cc2445ca,0231ad1929d084c4,24
L09 Alexander,progress,Alexander_questions,1,line:fc7aaaa0,9da08a79c3f86ee0,Kobold,,07db87988b463988,43420c190dd263e0,19
L09 Alexander,progress,Alexander_questions,2,line:daa040eb,337d9f85511815eb,Kobold,,b4bf9f698dc409df,43c3a71975da4190,18
L09 Alexander,progress,Alexander_questions,3,line:21c0526b,70523c9a506d9676,Kobold,,dd7a6edaab559a76,02d2a71939fec3a6,21
L09 Alexander,progress,Alexander_questions,4,line:c2bdc402,3fbd83d375d6fa05,Kobold,,2e8a7104d6990b56,c28399194563fdc2,33
L09 Alexander,progress,Alexander_questions,5,line:838cdf1b,767b6d6bdc5b806a,Kobold,,8aedde0452650c3b,52c78e196d961dca,23
L09 Alexander,progress,Alexander_questions,6,line:72a9b5bb,8ed9fdad93b0f690,Kobold,,791c68e90a6a2f60,c356a51965ead31c,13
L09 Alexander,progress,Alexander_questions,7,line:a5a8a9d5,e5263ec7185a5166,Kobold,,dbd1296517c77e69,c2c891194ddba552,29
L09 Alexander,progress,Alexander_questions,8,line:66fb84fe,bc116106c2929c42,Kobold,,43e09c4a19251168,42d1ae194d78dde0,23
L09 Alexander,progress,Alexander_questions,9,line:19f36dc0,a04d5511812a415b,Alexander,,94647f69bd8e8e7a,8283981944642d89,12
L09 Alexander,progress,Alexander_questions,10,line:8fc36ab7,6861f7c274e3de2c,Alexander,,c285b18ac31f25ae,c2b2a7194df3c468,67
L09 Alexander,progress,Alexander_questions,11,line:3592632e,8743d170a315e668,Alexander,,6164b1d8c68a8286,0291a6192dd33519,52
L09 Alexander,progress,Alexander_questions,12,line:a3a26459,7aebce70febcfb8c,Alexander,,fc9b7d43a46d01d8,4270a5190ddd6ea6,23
L09 Alexander,progress,Alexander_questions,13,line:003700c7,0ad864ff0c0b3f21,Kobold,,af011da058a13ca9,c2408d194df00548,34
L09 Alexander,progress,Alexander_questions,14,line:ba66095e,24244e96851180ca,Kobold,,7be7dd261c7d036f,c237cd1945e33128,22
L09 Alexander,progress,Alexander_questions,15,line:960707b0,f58328ac8301872f,Alexander,,1aa1a06f4c9b9170,02fb80190dcb4ae3,44
L09 Alexander,progress,Alexander_questions,16,line:2c560e29,771e997edf959694,Alexander,,9842f2a0047037da,c2998f194de0e5ee,54
L09 Alexander,progress,Alexander_questions,17,line:2b7bb6ce,9986ef8860d34d9e,Alexander,,175559b3562e192b,c34080194c59ddc0,22
L09 Alexander,progress,Alexander_questions,18,line:bd4bb1b9,e947bbc260ec1dad,Alexander,,6ec456b919125e48,c2c3af1965faad78,45
L09 Alexander,progress,Alexander_questions,19,line:4c90479c,818a4fe04a76ce19,Alexander,,957ff60906fe696c,c2d2a6190df0c518,30
L09 Alexander,progress,Alexander_questions,20,line:f6c14e05,54a1b0b8e5f6fa32,Kobold,,6663103a3e47efc8,08ed5307b58a090f,2
L09 Alexander,progress,Alexander_questions,21,line:c3642dec,046427d028c69e4b,Kobold,,7568d29c54d06084,212bd61925672e88,3
L09 Alexander,progress,Alexander_questions,22,line:60f14972,b849ed1e855cd6f5,Alexander,,991312dba13fa15e,42c9a7194ddb75fc,67
L09 Alexander,progress,Alexander_questions,23,line:55542a9b,bbb1e1b8cec716b3,Alexander,,97e0dc11f2c9abb9,42b9a4196de1fdf8,65
L09 Alexander,progress,Alexander_questions,24,line:ef052302,337d9f85511815eb,Alexander,,b4bf9f698dc409df,43c3a71975da4190,18
L09 Alexander,progress,Alexander_questions,25,line:79352475,54a1b0b8e5f6fa32,Kobold,,6663103a3e47efc8,08ed5307b58a090f,2
L09 Alexander,progress,Alexander_questions,26,line:9b915bf2,046427d028c69e4b,Kobold,,7568d29c54d06084,212bd61925672e88,3
L09 Alexander,progress,Alexander_questions,27,line:e8289be5,525ba3c4a2511183,Alexander,,42804887c4ebb769,123d0f1921ec96e4,7
L09 Alexander,progress,Alexander_questions,28,line:7e189c92,ab5df625bc76dbd4,Alexander,,e3b0c44298fc1c14,0000000000000000,0
L09 Alexander,progress,Alexander_questions,29,line:0da15c85,3885f7429496059d,Alexander,,6ee171a9374e2845,1a3d231921ce86ea,7
L09 Alexander,progress,Alexander_questions,30,line:b7f0551c,ab5df625bc76dbd4,Alexander,,e3b0c44298fc1c14,0000000000000000,0
L09 Alexander,progress,Alexander_questions,31,line:825536f5,8133434681c5d0c2,Alexander,,3ac7fbfa13118da4,4293a019454188e1,33
L09 Alexander,progress,Alexander_questions,32,line:14653182,a3e6072e41a2ff07,Alexander,,1c39936cdf2141ac,c2a0a5194dc3cdf2,43
L09 Alexander,progress,Alexander_questions,33,line:ae34381b,b1ca0efdea534b71,Alexander,,1e10f832f861665d,c290871945f3c8b2,88
L09 Alexander,progress,Alexander_questions,34,line:38043f6c,186edb7d24ea9459,Kobold,,c2fc8863939b5f66,c3f3a7192db3a143,38
L09 Alexander,progress,Alexander_questions,35,line:a91980fc,1a6be1fd03e5ae6f,Kobold,,9ea133f17c8483fd,03d3a4192dba4100,26
L09 Alexander,progress,Alexander_questions,36,line:3f29878b,08063aff652b7108,Alexander,,f57d65f6031cbc97,c3d58f194dfbc960,31
L09 Alexander,progress,Alexander_questions,37,line:548dc375,4f9390dd28090827,Alexander,,74cd709e6a22a82a,c289ae1941e0bcf1,36
L09 Alexander,progress,Alexander_questions,38,line:78eccd9b,b38834ce4594ad5c,Alexander,,8bac7c7d623eae24,12d8f91919b77e78,11
L09 Alexander,progress,Alexander_questions,39,line:eedccaec,5f6bb166b079c336,Kobold,,361991746ea1a0a1,0009a81901382006,6
L09 Alexander,progress,Alexander_questions,40,line:db79a905,aac4af2b645cf88e,Kobold,,d05df50b25998fcb,02882d1915c311e0,12
L09 Alexander,progress,Alexander_questions,41,line:4d49ae72,0ee250681eda1a08,Alexander,,0f6b2181508d888b,c2b1bf196df0efa3,45
L09 Alexander,progress,Alexander_questions,42,line:6128a09c,b83a1658171971d7,Alexander,,374a101449be8987,025881190ddb3de8,24
L09 Alexander,progress,Alexander_questions,43,line:f718a7eb,a87e0094e62cb429,Kobold,,c2eba2d4adaf41d2,c2c9981961e3acd0,40
L09 Alexander,progress,Alexander_questions,44,line:f0351f0c,5f6bb166b079c336,Kobold,,361991746ea1a0a1,0009a81901382006,6
L09 Alexander,progress,Alexander_questions,45,line:6605187b,e154199e27c1d4a3,Alexander,,1f352ef34a7a7969,c2d1b7194df3c9ec,55
L09 Alexander,progress,Alexander_questions,46,line:15bcd86c,0ee250681eda1a08,Alexander,,0f6b2181508d888b,c2b1bf196df0efa3,45
L09 Alexander,progress,Alexander_questions,47,line:39ddd682,0c137b35abd3f637,Alexander,,0337341a32274694,1d679c19399aa099,5
L09 Alexander,progress,Alexander_questions,48,line:afedd1f5,d4efe0db738b52b5,Alexander,,f7c2853dcdf3b575,22539619051ec8b0,10
L09 Alexander,progress,Alexander_questions,49,line:0c78b56b,55c3e5daec20a64d,Kobold,,e48510d1ff85568d,331414192fb5ca2a,3
L09 Alexander,progress,Alexander_questions,50,line:6b6dd8bc,2c291db1ddbe2b9d,Kobold,,cc3c3bd3f0144a2c,42518c1945c3abe8,20
L09 Alexander,progress,Alexander_questions,51,line:9a48b21c,df2bc10ba434d57e,Alexander,,07bffcac2e7406eb,018980192df9c478,18
L09 Alexander,progress,Alexander_questions,52,line:2019bb85,019d328b739d99e6,Kobold,,d8e4e5fd9823f42f,c2afaf196df63d6e,13
L09 Alexander,progress,Alexander_questions,53,line:27340362,c2667b3b3dc54c1a,Kobold,,d921a59f35aa9d6e,c209bb1905302c1a,12
L09 Alexander,progress,Alexander_questions,54,line:b629bcf2,4f9b4a3cd9b0261a,Alexander,,382636bb00f62770,ca9eb71961f0c0bd,25
L09 Alexander,progress,Alexander_questions,55,line:b1040415,ebb1884c75b23e27,Alexander,,c0a8cb6a1919d7b4,82d3a61965d1eeb8,34
L09 Alexander,progress,Alexander_questions,56,line:fd5ddfcb,3b2c32e616b24822,Alexander,,b2500f4780a3ada0,c2d9a71965f3e878,45
L09 Alexander,progress,Alexander_questions,57,line:470cd652,7e6a62b6d8659273,Alexander,,f16f31600eb40ef5,c299a11945dbede8,68
L09 Alexander,progress,Alexander_questions,58,line:d13cd125,c48241cd21bb0d91,Alexander,,2744ccd10c7533bd,08a95f07b55050a7,2
L09 Alexander,progress,Alexander_questions,59,line:e499b2cc,5a4d28241178ab01,Alexander,,7884f4b7cd3fffaf,0291a01109020195,4
L09 Alexander,progress,Alexander_questions,60,line:5ec8bb55,216bb6e650af4cfc,Alexander,,383e77f06eee1a33,c28094194de0e5e8,38
L09 Alexander,progress,Alexander_questions,61,line:c8f8bc22,91ff270d6aaba6a4,Kobold,,012d5359779f3d04,024189190dda6518,23
L09 Alexander,progress,Alexander_questions,62,line:2a5cc3a5,f06f453ab3d6251f,Kobold,,9f3b0547d4acedaf,c25080194c58c4a0,16
L09 Alexander,progress,Alexander_questions,63,line:59e503b2,8c2bdfa25fbde4ed,Alexander,,3bfb8b07d9da6ffc,4291a61905e2dc8c,62
L09 Alexander,progress,Alexander_questions,64,line:cfd504c5,61639ef55caefda4,Alexander,,177f9bceb871d968,c288af1961e15977,15
L09 Alexander,progress,Alexander_questions,65,line:bc6cc4d2,4f66abc45de7ff53,Alexander,,c43e81c16a8233cb,c2c2901968d8c098,16
L09 Alexander,progress,Alexander_questions,66,line:063dcd4b,22c1ab2eb72e5b44,Alexander,,6ee4c7a7a55a79a0,421ba61905e3cca8,51
L09 Alexander,progress,Alexander_questions,67,line:900dca3c,61639ef55caefda4,Alexander,,177f9bceb871d968,c288af1961e15977,15
L09 Alexander,progress,Alexander_questions,68,line:3398aea2,439d8da114ab9162,Alexander,,29f7ff010f2df1b9,12d3841925a980c0,18
L09 Alexander,progress,Alexander_questions,69,line:1ff9a04c,33d3f6495bad4d3c,Alexander,,540bb1b0e8f8f3b3,c2ab951965e3a53d,27
L09 Alexander,progress,Alexander_questions,70,line:89c9a73b,91d69b4f1f9739cb,Alexander,,a6aa12b14df12ac8,02a2821945c00fa8,30
L09 Alexander,progress,Alexander_questions,71,line:18d418ab,dd0f2ff5e303f61a,Alexander,,0e1d408455e4623e,82b395194dd8e902,46
L09 Alexander,progress,Alexander_questions,72,line:8ee41fdc,7271f9e9b21e5401,Alexander,,f37ae8058a89d91d,c2d3af1965f3e0b0,466
L09 Alexander,progress,Alexander_questions,73,line:e90fee8e,b356a126e4318643,Kobold,,cf04119a706e2c45,08b05e07b5566da2,2
L09 Alexander,progress,Alexander_questions,74,line:535ee717,0006b6926947b91b,Kobold,,a5241f87560e9457,c2d1811945ee8da6,19
L09 Alexander,progress,Alexander_questions,75,line:7f3fe9f9,b6d573339ec0b66b,Alexander,,e83cf90b340db9c1,02d18f1905c2c1fa,40
L09 Alexander,progress,Alexander_questions,76,line:c56ee060,9909f3ea3dffb93e,Alexander,,254fb74c3c8e9738,c3e3a51969b2514d,26
L09 Alexander,progress,Alexander_questions,77,line:f0cb8389,e5bccc3a053371ce,Alexander,,9390298f3fb0c5b1,08b35907b5589afa,2
L09 Alexander,progress,Alexander_3_required_end,1,line:3027bcf7,c225b2626bb24d2c,Alexander,$has_asked_question,53bdd90823e98920,c2dba71945e90c00,62
L09 Alexander,jerkoff,Alexander_3_JerkOff_Start,1,line:7d13eca0,8342e51e14980481,Alexander,,4b2feb0a4b4d6325,c2908d1945f3b184,42
L09 Alexander,jerkoff,Alexander_3_JerkOff_Start,2,line:ec0e5330,ce664ef00487ef78,Alexander,,115d73e1a3815de1,c2c1ab19656880e9,21
L09 Alexander,cum,Alexander_3_Cum,1,line:a716d3b8,85503a54fcc74839,Alexander,,b2514b0d2e78d908,42998b196df9c13a,33
L09 Alexander,cum,Alexander_3_Cum,2,line:c4384e8e,afa89c59eece65b9,Alexander,,abd608c7f7ca40ef,42d1cf194dd32110,25
L09 Alexander,outro,Alexander_3_Outro,1,line:04c62f9b,d96b34ffac75e750,Alexander,,38c9c88aab0e9145,03909c195d424658,11
L09 Alexander,outro,Alexander_3_Outro,2,line:95db900b,6dae153117be9e8a,Kobold,,990a83a7557643a0,c293f4194ddb4556,19
L09 Alexander,outro,Alexander_3_Outro,3,line:e662501c,b8a4a2d6c54c16d8,Kobold,,b825d7019d825226,b568851979a4cf55,3
L09 Alexander,outro,Alexander_3_Outro,4,line:03eb977c,941f66ab23bc1b9b,Alexander,,62aa1b1fc91b4515,c2c899194d7a0ee1,46
L09 Alexander,outro,Alexander_3_Outro,5,line:7052576b,4598878b44333749,Alexander,,70da89e5aa223e6a,42d9ad194debe8d0,25
L09 Alexander,outro,Alexander_3_Outro,6,line:ca035ef2,7ea92f17440d2fae,Alexander,,29f871c098207dc6,c39187190df021c2,49
L09 Alexander,outro,Alexander_3_Outro,7,line:5c335985,7bbef8475c6cdff7,Kobold,,004520078402f29e,8292a21961f8e131,34
L09 Alexander,outro,Alexander_3_Outro,8,line:69963a6c,17d54d35bc089567,Kobold,,d69b63a10742d1cb,c2c5b5197deaa10c,28
L09 Alexander,outro,Alexander_3_Outro,9,line:ffa63d1b,762c20b866b7b263,Alexander,,62a8a7b871986a90,4299a31944609830,6
L09 Alexander,outro,Alexander_3_Outro,10,line:d3c733f5,762c20b866b7b263,Alexander,,62a8a7b871986a90,4299a31944609830,6
L10 Ryan,intro,Ryan_4_intro,1,line:dbab7a39,379060351b7eda00,Ryan,,f7c611ec44cf4f61,c2d2a5196d825062,30
L10 Ryan,intro,Ryan_4_intro,2,line:4ab6c5a9,8a798890fe938171,Kobold,,8a798890fe938171,b53f7a197981b790,3
L10 Ryan,intro,Ryan_4_intro,3,line:dc86c2de,9390298f3fb0c5b1,Kobold,,9390298f3fb0c5b1,08b35907b5589afa,2
L10 Ryan,intro,Ryan_4_intro,4,line:390f05be,578f5563ae25f1ce,Kobold,,b201f3d76916bc83,42d18b190ddbe552,31
L10 Ryan,intro,Ryan_4_intro,5,line:af3f02c9,c03386d6c9efb92a,Kobold,,e90b95542d0b05a9,c359a3196de3c758,31
L10 Ryan,intro,Ryan_4_intro,6,line:156e0b50,d85dcd17cab55fde,Ryan,,4830333da52c7212,2381071905595ae3,14
L10 Ryan,intro,Ryan_4_intro,7,line:835e0c27,b9c2f8ae41c83ebe,Ryan,,ca3be00c1f8dfeec,c6a49519456035bf,17
L10 Ryan,intro,Ryan_4_intro,8,line:20cb68b9,696058e475fae76a,Ryan,,faa8d0e3b3e4fede,02180419154a9424,8
L10 Ryan,intro,Ryan_4_intro,9,line:b6fb6fce,1f843189eaccc2b6,Kobold,,8bb8a2067befc613,d29183194dc690a7,24
L10 Ryan,intro,Ryan_4_intro,10,line:0caa6657,9cc8b0255238b35e,Kobold,,942c449f08c0637b,c29183194dfa9dd2,31
L10 Ryan,intro,Ryan_4_intro,11,line:9a9a6120,1facde273315d636,Ryan,,c7c0fcbf8d44c26b,37fdc61925a40cb6,7
L10 Ryan,picnic,Ryan_egg_dialog,1,line:0ce8d3c2,ff7696a47d0cd4ed,Kobold,$food_number,1a33b24ed230358b,c2d3e8196dfbed3b,40
L10 Ryan,picnic,Ryan_egg_dialog,2,line:53301d3b,76dddaed85a8d844,Kobold,$food_number,3c7140450202b37b,c29089194df9a512,25
L10 Ryan,picnic,Ryan_egg_dialog,3,line:e96114a2,9fe69182b150b8b1,Ryan,$food_number,c3123808b2e1be52,00049b192dc39e2a,16
L10 Ryan,picnic,Ryan_egg_dialog,4,line:7f5113d5,f5d2571561dba2b0,Ryan,$food_number,fe72c32659ca260c,42c3801965f0aaa4,38
L10 Ryan,picnic,Ryan_egg_dialog,5,line:c5001a4c,718beb6db0dae659,Ryan,$food_number,fc438583e7f50a9e,c2418d194561eca4,27
L10 Ryan,picnic,Ryan_egg_dialog,6,line:f0a579a5,c03f60d1d7bd67e5,Ryan,$food_number,1098b8fb171c2e5f,4c9988193e08a4df,3
L10 Ryan,picnic,Ryan_egg_dialog,7,line:66957ed2,4a7cf2bb1bd01e0b,Ryan,$food_number,16477688c0e00699,000811191143b688,4
L10 Ryan,picnic,Ryan_egg_dialog,8,line:dcc4774b,640cee0646ecb66c,Ryan,$food_number,5c6b720ad04a4ef1,428981194dd1a83b,40
L10 Ryan,picnic,Ryan_egg_dialog,9,line:4af4703c,f887a50c6f7d1edc,Ryan,$food_number,9c4c5a688afc6e00,c2ffaf196545ece7,23
L10 Ryan,picnic,ryan_food_dialogue,1,line:7c56b2d8,8b555a411ea346ec,Ryan,,c6f9136e3370b320,02e1821905d1edbd,40
L10 Ryan,picnic,ryan_food_dialogue,2,line:ea66b5af,03e1d33ec4a7f6e8,Kobold,,e5140a345fc0de8b,1394031909b49581,6
L10 Ryan,picnic,ryan_food_dialogue,3,line:7b7b0a3f,f1676448791feef6,Ryan,,369c39277fd5d2c0,42c180196dc2cdba,35
L10 Ryan,picnic,ryan_food_dialogue,4,line:ed4b0d48,9d2e28c9ae2ed8b4,Ryan,,64e0f760439c6eed,0ba49d192dd2273b,18
L10 Ryan,picnic,ryan_food_dialogue,5,line:8aa0fc1a,91b32d6180935501,Kobold,,1a08ede90752bacf,c2c1b6194de20cf8,32
L10 Ryan,picnic,ryan_food_dialogue,6,line:a6c1f2f4,e5d632fba39e2f0f,Kobold,,515da7189a223c9d,c2c3ec1969f36f84,18
L10 Ryan,picnic,ryan_food_dialogue,7,line:1c90fb6d,d228097b23b352e6,Ryan,,a92a5caf105cad2b,001ba51925eeb5a5,26
L10 Ryan,picnic,ryan_food_dialogue,8,line:30f1f583,1aa7b1c1d5fb1fd6,Ryan,,a6a2729cbf6bcadc,2255801905200c04,6
L10 Ryan,picnic,ryan_food_dialogue,9,line:9364911d,d94d7310f7d31a45,Ryan,,32cdbf5b62f5f22a,42a0a31965f8a1b0,44
L10 Ryan,picnic,ryan_food_dialogue,10,line:0554966a,1121175da09c0008,Ryan,,5ae8d7a21096c810,0988df1961f69fb5,13
L10 Ryan,picnic,ryan_food_dialogue,11,line:bf059ff3,6ebac8131d5267ac,Ryan,,0a034dc9c0d0d4fa,336611192ffbcf39,3
L10 Ryan,picnic,ryan_food_dialogue,12,line:29359884,834032dfb827138e,Kobold,,51eb91d2141a39b6,434000194c18d840,8
L10 Ryan,picnic,ryan_food_dialogue,13,line:b8282714,d2c7e6789d89f523,Ryan,,c4d4395f67a53fc9,23a188190d10e893,14
L10 Ryan,picnic,ryan_food_dialogue,14,line:2e182063,67c0ce6aff865e1c,Ryan,,ab03d7f1b707889b,c2819d196df0cf38,65
L10 Ryan,picnic,ryan_food_dialogue,15,line:cb91e703,d7f23a9907b74860,Ryan,,ed0c29ef90bd31a9,c291a31945f36daa,61
L10 Ryan,picnic,ryan_food_dialogue,16,line:5da1e074,99daac47d7b305f6,Ryan,,c0b8ee8b54a42bd8,356b751935aa9719,5
L10 Ryan,picnic,ryan_food_dialogue,17,line:e7f0e9ed,1b4b607607b8c988,Kobold,,54580e5239f5a9ae,82189c19546b66bb,11
L10 Ryan,picnic,ryan_food_dialogue,18,line:fe3484ea,dfcb7cbdb552d8f5,Kobold,,4150f30ccfd5e160,c2c1af194db2bb86,49
L10 Ryan,picnic,ryan_food_dialogue,19,line:71c0ee9a,f574c59b56179de8,Ryan,,10fe69f8f68a63c4,c2918f1965e8a9a4,62
L10 Ryan,picnic,ryan_food_dialogue,20,line:d2558a04,0febbd04cce87646,Ryan,,96f115f98e9a4a23,821b8a1911d14f85,13
L10 Ryan,picnic,ryan_food_dialogue,21,line:44658d73,6ebac8131d5267ac,Ryan,,0a034dc9c0d0d4fa,336611192ffbcf39,3
L10 Ryan,picnic,ryan_food_dialogue,22,line:6804839d,b7fca6004f2d5325,Ryan,,e3f739b995d3d8dc,c2998e1965f1e1b0,56
L10 Ryan,picnic,ryan_food_dialogue,23,line:f9193c0d,8da113ef266e587f,Ryan,,f54c791169c097dc,02998f192df24190,45
L10 Ryan,picnic,ryan_food_dialogue,24,line:6f293b7a,baf0df26ea4f2e81,Ryan,,c983b03dcc1007f6,821b821935f12f80,17
L10 Ryan,picnic,ryan_food_dialogue,25,line:048d7f84,03ccd297eb346729,Ryan,,c35acea08c1dcd72,c2439b190d9bc550,25
L10 Ryan,picnic,ryan_food_dialogue,26,line:92bd78f3,1032684d93c794bf,Kobold,,a495a4b86c1eac64,8004081870001a80,4
L10 Ryan,picnic,ryan_food_dialogue,27,line:28ec716a,ace8c62e60ec2197,Ryan,,067eefcdc3aa6d33,42d3b2192592f51d,66
L10 Ryan,picnic,ryan_food_dialogue,28,line:bedc761d,0a7119cfe1246546,Kobold,,a5197a2404571568,0299ab1925e2cc8a,74
L10 Ryan,picnic,ryan_food_dialogue,29,line:e104b8e4,4a3b65400e54f8ff,Kobold,,41396e9d3a14fd67,02918f190dd7eda2,65
L10 Ryan,picnic,ryan_food_dialogue,30,line:f5a81524,bb7a6be711206298,Kobold,,646454d2124b2a00,c299971965e328bc,65
